Date,Value
1398/01/05,179194
1398/01/06,179766
1398/01/07,181542
1398/01/10,185358
1398/01/11,185281
1398/01/17,186536
1398/01/18,188074
1398/01/19,188593
1398/01/20,190425
1398/01/21,193978
1398/01/24,195203
1398/01/25,196084
1398/01/26,201806
1398/01/27,201891
1398/01/28,199911
1398/01/31,204375
1398/02/02,204322
1398/02/03,202858
1398/02/04,203777
1398/02/07,205287
1398/02/08,209244
1398/02/09,214868
1398/02/10,216642
1398/02/11,220109
1398/02/14,224590
1398/02/15,224057
1398/02/16,215821
1398/02/17,208197
1398/02/18,211344
1398/02/21,209155
1398/02/22,204069
1398/02/23,207752
1398/02/24,211746
1398/02/25,211018
1398/02/28,212748
1398/02/29,212852
1398/02/30,211872
1398/02/31,215092
1398/03/01,215169
1398/03/04,214314
1398/03/05,217574
1398/03/07,223254
1398/03/08,224477
1398/03/11,222388
1398/03/12,224544
1398/03/13,226983
1398/03/18,226888
1398/03/19,229809
1398/03/20,230268
1398/03/21,230618
1398/03/22,233353
1398/03/25,234168
1398/03/26,238220
1398/03/27,238161
1398/03/28,237148
1398/03/29,234879
1398/04/01,233886
1398/04/02,237460
1398/04/03,242568
1398/04/04,245099
1398/04/05,248578
1398/04/09,248533
1398/04/10,247122
1398/04/11,248276
1398/04/12,248944
1398/04/15,245446
1398/04/16,246448
1398/04/17,249253
1398/04/18,248716
1398/04/19,249622
1398/04/22,250605
1398/04/23,253578
1398/04/24,253303
1398/04/25,246268
1398/04/26,246790
1398/04/29,246437
1398/04/30,249662
1398/04/31,253057
1398/05/01,251278
1398/05/02,252865
1398/05/05,252275
1398/05/06,252325
1398/05/07,252488
1398/05/08,252898
1398/05/09,254446
1398/05/12,254454
1398/05/13,255530
1398/05/14,256698
1398/05/15,255512
1398/05/16,255163
1398/05/19,255306
1398/05/20,255876
1398/05/22,257097
1398/05/23,261392
1398/05/26,261406
1398/05/27,260992
1398/05/28,262941
1398/05/30,266127
1398/06/02,269986
1398/06/03,269225
1398/06/04,274872
1398/06/05,278470
1398/06/06,278675
1398/06/09,284139
1398/06/10,286115
1398/06/11,283063
1398/06/12,285574
1398/06/13,290178
1398/06/16,294602
1398/06/17,296732
1398/06/20,299931
1398/06/23,304460
1398/06/24,302396
1398/06/25,305917
1398/06/26,302082
1398/06/27,294167
1398/06/30,297713
1398/06/31,302104
1398/07/01,311471
1398/07/02,312206
1398/07/03,314409
1398/07/06,320024
1398/07/07,318251
1398/07/08,324706
1398/07/09,326098
1398/07/10,326117
1398/07/13,327306
1398/07/14,320208
1398/07/15,320910
1398/07/16,314470
1398/07/17,313049
1398/07/20,322060
1398/07/21,326191
1398/07/22,319872
1398/07/23,308979
1398/07/24,309640
1398/07/28,301391
1398/07/29,302173
1398/07/30,308315
1398/08/01,305808
1398/08/04,303450
1398/08/06,305970
1398/08/08,309661
1398/08/11,308730
1398/08/12,308961
1398/08/13,304676
1398/08/14,305333
1398/08/18,305859
1398/08/19,302795
1398/08/20,303944
1398/08/21,306655
1398/08/22,307094
1398/08/25,306886
1398/08/26,302341
1398/08/27,302726
1398/08/28,304688
1398/08/29,304997
1398/09/02,305622
1398/09/03,305774
1398/09/04,308477
1398/09/05,309643
1398/09/06,311230
1398/09/09,314588
1398/09/10,318670
1398/09/11,320195
1398/09/12,320814
1398/09/13,322528
1398/09/16,327625
1398/09/17,332567
1398/09/18,335792
1398/09/19,339434
1398/09/20,339387
1398/09/23,343292
1398/09/24,344115
1398/09/25,344488
1398/09/26,346871
1398/09/27,350323
1398/09/30,353997
1398/10/01,356721
1398/10/02,359366
1398/10/03,362259
1398/10/04,361088
1398/10/07,367632
1398/10/08,369730
1398/10/09,375548
1398/10/10,377013
1398/10/11,384100
1398/10/14,367334
1398/10/15,365816
1398/10/17,358843
1398/10/18,353808
1398/10/21,359807
1398/10/22,375650
1398/10/23,392038
1398/10/24,395913
1398/10/25,399445
1398/10/28,409962
1398/10/29,410694
1398/10/30,409808
1398/11/01,406009
1398/11/02,411212
1398/11/05,417002
1398/11/06,418312
1398/11/07,420668
1398/11/08,427139
1398/11/12,426185
1398/11/13,428217
1398/11/14,438880
1398/11/15,440199
1398/11/16,445894
1398/11/19,452842
1398/11/20,454618
1398/11/21,447152
1398/11/23,459080
1398/11/26,461988
1398/11/27,472750
1398/11/28,476813
1398/11/29,472120
1398/11/30,478756
1398/12/03,481798
1398/12/04,498904
1398/12/05,503736
1398/12/06,518513
1398/12/07,523851
1398/12/10,505801
1398/12/11,515583
1398/12/12,529329
1398/12/13,544238
1398/12/14,555168
1398/12/17,549185
1398/12/19,534378
1398/12/20,519847
1398/12/21,520212
1398/12/24,502739
1398/12/25,494406
1398/12/26,506080
1398/12/27,502430
1398/12/28,512900
1399/01/05,508662
1399/01/06,521268
1399/01/09,532525
1399/01/10,545649
1399/01/11,547658
1399/01/16,567426
1399/01/17,573904
1399/01/18,569674
1399/01/19,583383
1399/01/20,597254
1399/01/23,607856
1399/01/24,623260
1399/01/25,624528
1399/01/26,626409
1399/01/27,645762
1399/01/30,668906
1399/01/31,690037
1399/02/01,708995
1399/02/02,726137
1399/02/03,741932
1399/02/06,769373
1399/02/07,797813
1399/02/08,820505
1399/02/09,845952
1399/02/10,878101
1399/02/13,917406
1399/02/14,956200
1399/02/15,979105
1399/02/16,980571
1399/02/17,977923
1399/02/20,1020220
1399/02/21,1043250
1399/02/22,1047760
1399/02/23,1021450
1399/02/24,1017660
1399/02/27,987475
1399/02/28,968460
1399/02/29,995181
1399/02/30,1002120
1399/02/31,986759
1399/03/03,959840
1399/03/06,926133
1399/03/07,938557
1399/03/10,973494
1399/03/11,970413
1399/03/12,988121
1399/03/13,1028540
1399/03/17,1068840
1399/03/18,1116190
1399/03/19,1118910
1399/03/20,1118120
1399/03/21,1153680
1399/03/24,1189860
1399/03/25,1185420
1399/03/26,1200100
1399/03/27,1229670
1399/03/31,1270630
1399/04/01,1300810
1399/04/02,1341580
1399/04/03,1391030
1399/04/04,1419450
1399/04/07,1466280
1399/04/08,1491930
1399/04/09,1481940
1399/04/10,1546850
1399/04/11,1612900
1399/04/14,1621340
1399/04/15,1655430
1399/04/16,1718350
1399/04/17,1747080
1399/04/18,1753640
1399/04/21,1741350
1399/04/22,1812840
1399/04/23,1822080
1399/04/24,1844910
1399/04/25,1841700
1399/04/28,1809170
1399/04/29,1865030
1399/04/30,1924850
1399/04/31,1916190
1399/05/01,1901150
1399/05/04,1952910
1399/05/05,1946090
1399/05/06,1933940
1399/05/07,1941190
1399/05/08,1904320
1399/05/11,1961620
1399/05/12,2011520
1399/05/13,1993340
1399/05/14,1995040
1399/05/15,2034190
1399/05/19,2078550
1399/05/20,2065110
1399/05/21,1999840
1399/05/22,1975440
1399/05/25,1903270
1399/05/26,1813570
1399/05/27,1815750
1399/05/28,1825350
1399/05/29,1757230
1399/06/01,1727240
1399/06/02,1662220
1399/06/03,1608580
1399/06/04,1650040
1399/06/05,1718780
1399/06/10,1728040
1399/06/11,1684790
1399/06/12,1631940
1399/06/15,1642010
1399/06/16,1647780
1399/06/17,1607200
1399/06/18,1570010
1399/06/19,1556280
1399/06/22,1583750
1399/06/23,1578190
1399/06/24,1607590
1399/06/25,1664590
1399/06/26,1704110
1399/06/29,1699490
1399/06/30,1652240
1399/06/31,1595160
1399/07/01,1581180
1399/07/02,1611580
1399/07/05,1615530
1399/07/06,1570890
1399/07/07,1515930
1399/07/08,1492940
1399/07/09,1503430
1399/07/12,1546150
1399/07/13,1522980
1399/07/14,1490170
1399/07/15,1514700
1399/07/16,1540700
1399/07/19,1541820
1399/07/20,1597130
1399/07/21,1579510
1399/07/22,1579680
1399/07/23,1561420
1399/07/27,1514270
1399/07/28,1462280
1399/07/29,1419310
1399/07/30,1412350
1399/08/03,1374060
1399/08/05,1336590
1399/08/06,1302030
1399/08/07,1288330
1399/08/10,1305900
1399/08/11,1279860
1399/08/12,1264480
1399/08/14,1290570
1399/08/17,1262890
1399/08/18,1240520
1399/08/19,1215160
1399/08/20,1211940
1399/08/21,1221070
1399/08/24,1247650
1399/08/25,1257360
1399/08/26,1273850
1399/08/27,1296950
1399/08/28,1345300
1399/09/01,1366540
1399/09/02,1358850
1399/09/03,1375540
1399/09/04,1357110
1399/09/05,1367250
1399/09/08,1390770
1399/09/09,1427280
1399/09/10,1465980
1399/09/11,1473670
1399/09/12,1470980
1399/09/15,1490680
1399/09/16,1523110
1399/09/17,1512890
1399/09/18,1507500
1399/09/19,1506220
1399/09/22,1527450
1399/09/23,1515760
1399/09/24,1484160
1399/09/25,1428320
1399/09/26,1413360
1399/09/29,1444930
1399/09/30,1439120
1399/10/01,1436390
1399/10/02,1444970
1399/10/03,1447920
1399/10/06,1423570
1399/10/07,1419010
1399/10/08,1437210
1399/10/09,1411860
1399/10/10,1397800
1399/10/13,1354150
1399/10/14,1355350
1399/10/15,1374480
1399/10/16,1350230
1399/10/17,1310760
1399/10/20,1285890
1399/10/21,1306620
1399/10/22,1301330
1399/10/23,1260720
1399/10/24,1229840
1399/10/27,1186710
1399/10/29,1150220
1399/10/30,1150720
1399/11/01,1183980
1399/11/04,1222070
1399/11/05,1234560
1399/11/06,1235780
1399/11/07,1215030
1399/11/08,1207700
1399/11/11,1247150
1399/11/12,1251040
1399/11/13,1233670
1399/11/14,1205470
1399/11/15,1173010
1399/11/18,1135350
1399/11/19,1170530
1399/11/20,1192740
1399/11/21,1214420
1399/11/25,1262250
1399/11/26,1264370
1399/11/27,1257290
1399/11/28,1245880
1399/11/29,1238360
1399/12/02,1232720
1399/12/03,1222610
1399/12/04,1214480
1399/12/05,1211640
1399/12/06,1205830
1399/12/09,1194010
1399/12/10,1185600
1399/12/11,1181640
1399/12/12,1186280
1399/12/13,1177920
1399/12/16,1169720
1399/12/17,1175600
1399/12/18,1199890
1399/12/19,1210150
1399/12/20,1206880
1399/12/23,1229380
1399/12/24,1245190
1399/12/25,1254210
1399/12/26,1290470
1399/12/27,1307710
1400/01/07,1309560
1400/01/08,1306890
1400/01/10,1303190
1400/01/11,1294520
1400/01/14,1282950
1400/01/15,1269480
1400/01/16,1262740
1400/01/17,1260790
1400/01/18,1249910
1400/01/21,1240700
1400/01/22,1230880
1400/01/23,1226160
1400/01/24,1244560
1400/01/25,1243360
1400/01/28,1233780
1400/01/29,1224800
1400/01/30,1216870
1400/01/31,1219590
1400/02/01,1207050
1400/02/04,1199340
1400/02/05,1187840
1400/02/06,1186960
1400/02/07,1202630
1400/02/08,1207850
1400/02/11,1194340
1400/02/12,1180660
1400/02/13,1167050
1400/02/15,1172260
1400/02/18,1167460
1400/02/19,1151900
1400/02/20,1157680
1400/02/21,1179530
1400/02/22,1184000
1400/02/25,1189600
1400/02/26,1188810
1400/02/27,1174660
1400/02/28,1173510
1400/02/29,1154840
1400/03/01,1128220
1400/03/02,1107920
1400/03/03,1095700
1400/03/04,1105450
1400/03/05,1109350
1400/03/08,1139530
1400/03/09,1156930
1400/03/10,1145930
1400/03/11,1140480
1400/03/12,1148640
1400/03/17,1157210
1400/03/18,1160670
1400/03/19,1151850
1400/03/22,1144960
1400/03/23,1141230
1400/03/24,1150200
1400/03/25,1150130
1400/03/26,1147680
1400/03/29,1162030
1400/03/30,1163760
1400/03/31,1168660
1400/04/01,1186920
1400/04/02,1213050
1400/04/05,1233740
1400/04/06,1238490
1400/04/07,1243810
1400/04/08,1248520
1400/04/09,1256980
1400/04/12,1246110
1400/04/13,1243720
1400/04/14,1254560
1400/04/15,1281190
1400/04/16,1282040
1400/04/19,1270740
1400/04/20,1285260
1400/04/21,1304340
1400/04/22,1303890
1400/04/23,1305500
1400/04/26,1311240
1400/04/27,1302860
1400/04/28,1311310
1400/05/04,1323350
1400/05/05,1314910
1400/05/06,1316500
1400/05/09,1351500
1400/05/10,1360250
1400/05/11,1357900
1400/05/12,1375650
1400/05/13,1406040
1400/05/16,1407760
1400/05/17,1417860
1400/05/18,1433200
1400/05/19,1453810
1400/05/20,1484630
1400/05/23,1480800
1400/05/24,1499920
1400/05/31,1515550
1400/06/01,1515920
1400/06/02,1543450
1400/06/03,1550210
1400/06/06,1575760
1400/06/07,1573410
1400/06/08,1523970
1400/06/09,1496150
1400/06/10,1520630
1400/06/13,1541050
1400/06/14,1537190
1400/06/15,1538480
1400/06/16,1523060
1400/06/17,1526010
1400/06/20,1530460
1400/06/21,1489980
1400/06/22,1475220
1400/06/23,1496960
1400/06/24,1488210
1400/06/27,1450230
1400/06/28,1420480
1400/06/29,1427770
1400/06/30,1391240
1400/06/31,1386450
1400/07/03,1422120
1400/07/04,1424730
1400/07/06,1425450
1400/07/07,1436980
1400/07/10,1473480
1400/07/11,1476680
1400/07/12,1484650
1400/07/14,1488260
1400/07/17,1466030
1400/07/18,1455610
1400/07/19,1457490
1400/07/20,1418680
1400/07/21,1397390
1400/07/24,1437470
1400/07/25,1436110
1400/07/26,1436920
1400/07/27,1449500
1400/07/28,1436360
1400/08/01,1407760
1400/08/03,1384130
1400/08/04,1384450
1400/08/05,1393960
1400/08/08,1375670
1400/08/09,1340290
1400/08/10,1361410
1400/08/11,1376090
1400/08/12,1398420
1400/08/15,1440650
1400/08/16,1430890
1400/08/17,1434380
1400/08/18,1447670
1400/08/19,1456480
1400/08/22,1439240
1400/08/23,1442520
1400/08/24,1416300
1400/08/25,1408600
1400/08/26,1410780
1400/08/29,1383490
1400/08/30,1386940
1400/09/01,1407130
1400/09/02,1404550
1400/09/03,1394110
1400/09/06,1366710
1400/09/07,1368010
1400/09/08,1363940
1400/09/09,1357130
1400/09/10,1340070
1400/09/13,1334770
1400/09/14,1343200
1400/09/15,1342350
1400/09/16,1338020
1400/09/17,1349390
1400/09/20,1344440
1400/09/21,1320780
1400/09/22,1295550
1400/09/23,1291840
1400/09/24,1293240
1400/09/27,1305540
1400/09/28,1291680
1400/09/29,1301540
1400/09/30,1318360
1400/10/01,1359020
1400/10/04,1385500
1400/10/05,1383990
1400/10/06,1400310
1400/10/07,1399910
1400/10/08,1397310
1400/10/11,1378780
1400/10/12,1379040
1400/10/13,1376050
1400/10/14,1362830
1400/10/15,1363100
1400/10/18,1362460
1400/10/19,1336820
1400/10/20,1332760
1400/10/21,1334700
1400/10/22,1334260
1400/10/25,1322570
1400/10/26,1310800
1400/10/27,1306470
1400/10/28,1275970
1400/10/29,1279390
1400/11/02,1281800
1400/11/03,1256510
1400/11/04,1234710
1400/11/05,1207930
1400/11/06,1229370
1400/11/09,1259000
1400/11/10,1284650
1400/11/11,1294620
1400/11/12,1301230
1400/11/13,1301160
1400/11/16,1304410
1400/11/17,1282050
1400/11/18,1274470
1400/11/19,1281080
1400/11/20,1284160
1400/11/23,1284060
1400/11/24,1276000
1400/11/25,1283320
1400/11/27,1282410
1400/11/30,1282190
1400/12/01,1274300
1400/12/02,1281590
1400/12/03,1284880
1400/12/04,1288310
1400/12/07,1282870
1400/12/08,1279290
1400/12/09,1281930
1400/12/11,1281190
1400/12/14,1298780
1400/12/15,1322600
1400/12/16,1342910
1400/12/17,1336570
1400/12/18,1348300
1400/12/21,1332930
1400/12/22,1335380
1400/12/23,1334780
1400/12/24,1337220
1400/12/25,1345020
1400/12/28,1367250
1401/01/06,1390860
1401/01/07,1403620
1401/01/08,1418650
1401/01/09,1414250
1401/01/10,1432110
1401/01/14,1462000
1401/01/15,1468820
1401/01/16,1471440
1401/01/17,1463780
1401/01/20,1458770
1401/01/21,1474110
1401/01/22,1479490
1401/01/23,1446030
1401/01/24,1454130
1401/01/27,1467640
1401/01/28,1475060
1401/01/29,1501840
1401/01/30,1513110
1401/01/31,1512220
1401/02/04,1504720
1401/02/05,1507250
1401/02/06,1522870
1401/02/07,1521420
1401/02/10,1522440
1401/02/11,1523470
1401/02/12,1529720
1401/02/17,1543850
1401/02/18,1553040
1401/02/19,1540100
1401/02/20,1539530
1401/02/21,1564450
1401/02/24,1578410
1401/02/25,1572980
1401/02/26,1583800
1401/02/27,1606020
1401/02/28,1594980
1401/02/31,1579690
1401/03/01,1582220
1401/03/02,1557210
1401/03/03,1555690
1401/03/04,1564490
1401/03/07,1553400
1401/03/08,1534060
1401/03/09,1537380
1401/03/10,1542710
1401/03/11,1541980
1401/03/16,1514310
1401/03/17,1515390
1401/03/18,1520300
1401/03/21,1518290
1401/03/22,1532390
1401/03/23,1571450
1401/03/24,1574070
1401/03/25,1564330
1401/03/28,1547740
1401/03/29,1545960
1401/03/30,1547250
1401/03/31,1539630
1401/04/01,1533390
1401/04/04,1520330
1401/04/05,1501340
1401/04/06,1504070
1401/04/07,1514430
1401/04/08,1513720
1401/04/11,1501630
1401/04/12,1502990
1401/04/13,1507160
1401/04/14,1511080
1401/04/15,1502600
1401/04/18,1498510
1401/04/20,1487600
1401/04/21,1483530
1401/04/22,1490050
1401/04/25,1480050
1401/04/26,1469830
1401/04/28,1468890
1401/04/29,1471900
1401/05/01,1473500
1401/05/02,1463760
1401/05/03,1439420
1401/05/04,1438450
1401/05/05,1443710
1401/05/08,1440860
1401/05/09,1423500
1401/05/10,1427610
1401/05/11,1430020
1401/05/12,1437360
1401/05/15,1448920
1401/05/18,1451940
1401/05/19,1448460
1401/05/22,1467100
1401/05/23,1463650
1401/05/24,1463700
1401/05/25,1459500
1401/05/26,1451400
1401/05/29,1438820
1401/05/30,1429910
1401/05/31,1424490
1401/06/01,1431480
1401/06/02,1442370
1401/06/05,1450050
1401/06/06,1444090
1401/06/07,1445140
1401/06/08,1441220
1401/06/09,1439400
1401/06/12,1426940
1401/06/13,1426910
1401/06/14,1426780
1401/06/15,1420830
1401/06/16,1412860
1401/06/19,1397430
1401/06/20,1390730
1401/06/21,1388970
1401/06/22,1393130
1401/06/23,1389100
1401/06/27,1377920
1401/06/28,1373820
1401/06/29,1367060
1401/06/30,1355240
1401/07/02,1328190
1401/07/04,1334450
1401/07/06,1346560
1401/07/09,1330880
1401/07/10,1322030
1401/07/11,1318710
1401/07/12,1313850
1401/07/16,1316720
1401/07/17,1305080
1401/07/18,1303920
1401/07/19,1313580
1401/07/20,1319790
1401/07/23,1317890
1401/07/24,1311290
1401/07/25,1311110
1401/07/26,1312560
1401/07/27,1310170
1401/07/30,1308960
1401/08/01,1296800
1401/08/02,1277740
1401/08/03,1267060
1401/08/04,1241070
1401/08/07,1244630
1401/08/08,1254460
1401/08/09,1269830
1401/08/10,1280460
1401/08/11,1283540
1401/08/14,1328320
1401/08/15,1344680
1401/08/16,1389750
1401/08/17,1407730
1401/08/18,1414360
1401/08/21,1426100
1401/08/22,1419140
1401/08/23,1408170
1401/08/24,1410420
1401/08/25,1413570
1401/08/28,1393090
1401/08/29,1404630
1401/08/30,1408600
1401/09/01,1407650
1401/09/02,1410190
1401/09/05,1408210
1401/09/06,1406200
1401/09/07,1408350
1401/09/08,1414200
1401/09/09,1417370
1401/09/12,1417720
1401/09/13,1417840
1401/09/14,1413600
1401/09/15,1409400
1401/09/16,1402830
1401/09/19,1383740
1401/09/20,1389360
1401/09/21,1409360
1401/09/22,1454470
1401/09/23,1472760
1401/09/26,1469930
1401/09/27,1500240
1401/09/28,1500910
1401/09/29,1492100
1401/09/30,1496200
1401/10/03,1538000
1401/10/04,1563570
1401/10/05,1576400
1401/10/07,1647310
1401/10/10,1590500
1401/10/11,1564370
1401/10/12,1593280
1401/10/13,1591350
1401/10/14,1579120
1401/10/17,1598060
1401/10/18,1635230
1401/10/19,1646910
1401/10/20,1668190
1401/10/21,1652090
1401/10/24,1643710
1401/10/25,1643710
1401/10/26,1680680
1401/10/27,1687050
1401/10/28,1689140
1401/11/01,1657580
1401/11/02,1652920
1401/11/03,1653950
1401/11/04,1646050
1401/11/05,1611960
1401/11/08,1600080
1401/11/09,1542190
1401/11/10,1539680
1401/11/11,1556550
1401/11/12,1557240
1401/11/16,1540190
1401/11/17,1537860
1401/11/18,1556530
1401/11/19,1558080
1401/11/23,1545980
1401/11/24,1548280
1401/11/25,1537960
1401/11/26,1524800
1401/11/30,1533370
1401/12/01,1594260
1401/12/02,1659420
1401/12/03,1656590
1401/12/06,1738780
1401/12/07,1804300
1401/12/08,1809140
1401/12/09,1838120
1401/12/10,1821770
1401/12/13,1788210
1401/12/14,1795960
1401/12/15,1785680
1401/12/16,1817610
1401/12/20,1816740
1401/12/21,1783200
1401/12/22,1781630
1401/12/23,1782990
1401/12/24,1820990
1401/12/27,1905760
1401/12/28,1960460
1402/01/05,1998280
1402/01/06,2018760
1402/01/07,2029200
1402/01/08,2044410
1402/01/09,2078710
1402/01/14,2089950
1402/01/15,2119110
1402/01/16,2137460
1402/01/19,2202390
1402/01/20,2212640
1402/01/21,2190310
1402/01/22,2179920
1402/01/26,2253950
1402/01/27,2275070
1402/01/28,2289290
1402/01/29,2325440
1402/01/30,2324130
1402/02/04,2326490
1402/02/05,2368830
1402/02/06,2365290
1402/02/09,2438550
1402/02/10,2479340
1402/02/11,2480640
1402/02/12,2518330
1402/02/13,2514670
1402/02/16,2535240
1402/02/17,2440190
1402/02/18,2314410
1402/02/19,2305840
1402/02/20,2277720
1402/02/23,2214020
1402/02/24,2285900
1402/02/25,2301380
1402/02/27,2321350
1402/02/30,2297990
1402/02/31,2302700
1402/03/01,2318510
1402/03/07,2257010
1402/03/08,2275390
1402/03/09,2288430
1402/03/10,2271040
1402/03/13,2279680
1402/03/16,2289550
1402/03/17,2288440
1402/03/20,2215060
1402/03/21,2208210
1402/03/22,2145420
1402/03/23,2155200
1402/03/24,2182110
1402/03/27,2182800
1402/03/28,2162900
1402/03/29,2164220
1402/03/30,2166950
1402/03/31,2173890
1402/04/03,2162620
1402/04/04,2189600
1402/04/05,2196130
1402/04/06,2168200
1402/04/07,2153410
1402/04/10,2143920
1402/04/11,2157380
1402/04/12,2183410
1402/04/13,2202090
1402/04/14,2202660
1402/04/17,2195140
1402/04/18,2176360
1402/04/19,2158530
1402/04/20,2128380
1402/04/21,2071400
1402/04/24,2070890
1402/04/25,2021290
1402/04/26,1956630
1402/04/27,1999760
1402/04/28,2016390
1402/04/31,1983140
1402/05/01,1976940
1402/05/02,1998450
1402/05/03,2001900
1402/05/04,2000530
1402/05/07,1996760
1402/05/08,1967670
1402/05/09,1973910
1402/05/10,1993670
1402/05/14,2033050
1402/05/15,2040020
1402/05/16,2051070
1402/05/17,2037870
1402/05/18,2036980
1402/05/21,1989640
1402/05/22,1987940
1402/05/23,1997050
1402/05/24,1978180
1402/05/25,1973600
1402/05/28,1957530
1402/05/29,1954030
1402/05/30,1956440
1402/05/31,1938240
1402/06/01,1946610
1402/06/04,1993090
1402/06/05,2051490
1402/06/06,2084210
1402/06/07,2095050
1402/06/08,2104820
1402/06/11,2105640
1402/06/12,2111800
1402/06/13,2136150
1402/06/14,2150980
1402/06/18,2129660
1402/06/19,2123650
1402/06/20,2122620
1402/06/21,2127220
1402/06/22,2126760
1402/06/26,2135780
1402/06/27,2133480
1402/06/28,2128460
1402/06/29,2121210
1402/07/01,2118350
1402/07/03,2101030
1402/07/04,2097720
1402/07/05,2097980
1402/07/08,2084550
1402/07/09,2067170
1402/07/10,2067540
1402/07/12,2069750
1402/07/15,2052890
1402/07/16,2001260
1402/07/17,2005630
1402/07/18,2014070
1402/07/19,2019710
1402/07/22,2001460
1402/07/23,2001940
1402/07/24,2018180
1402/07/25,2031250
1402/07/26,2023550
1402/07/29,2024970
1402/07/30,2032210
1402/08/01,2021890
1402/08/02,2000180
1402/08/03,2002080
1402/08/06,1951220
1402/08/07,1961310
1402/08/08,1981510
1402/08/09,1981200
1402/08/10,1970570
1402/08/13,1999210
1402/08/14,2016740
1402/08/15,2030870
1402/08/16,2052700
1402/08/17,2056020
1402/08/20,2054480
1402/08/21,2053640
1402/08/22,2055960
1402/08/23,2046170
1402/08/24,2038880
1402/08/27,2028580
1402/08/28,2026240
1402/08/29,2018000
1402/08/30,2020140
1402/09/01,2022380
1402/09/04,2019990
1402/09/05,2024460
1402/09/06,2026090
1402/09/07,2031880
1402/09/08,2060370
1402/09/11,2087700
1402/09/12,2121200
1402/09/13,2165230
1402/09/14,2176530
1402/09/15,2171040
1402/09/18,2160960
1402/09/19,2161070
1402/09/20,2162560
1402/09/21,2161240
1402/09/22,2158090
1402/09/25,2171820
1402/09/27,2207650
1402/09/28,2211860
1402/09/29,2210220
1402/10/02,2208340
1402/10/03,2200110
1402/10/04,2194500
1402/10/05,2178750
1402/10/06,2177410
1402/10/09,2182720
1402/10/10,2176110
1402/10/11,2168330
1402/10/12,2158780
1402/10/13,2155230
1402/10/16,2153700
1402/10/17,2154810
1402/10/18,2153970
1402/10/19,2156470
1402/10/20,2170960
1402/10/23,2180520
1402/10/24,2197290
1402/10/25,2195000
1402/10/26,2186960
1402/10/27,2185980
1402/10/30,2166940
1402/11/01,2153210
1402/11/02,2146560
1402/11/03,2120050
1402/11/04,2123460
1402/11/07,2126840
1402/11/08,2128030
1402/11/09,2120270
1402/11/10,2110340
1402/11/11,2107300
1402/11/14,2111080
1402/11/15,2100180
1402/11/16,2098370
1402/11/17,2097250
1402/11/18,2098050
1402/11/21,2100100
1402/11/23,2091900
1402/11/24,2090300
1402/11/25,2078530
1402/11/28,2060020
1402/11/29,2064660
1402/11/30,2071100
1402/12/01,2071510
1402/12/02,2070720
1402/12/05,2066110
1402/12/07,2049430
1402/12/08,2045770
1402/12/09,2054740
1402/12/12,2086560
1402/12/13,2147010
1402/12/14,2140170
1402/12/15,2172230
1402/12/16,2165750
1402/12/19,2163750
1402/12/20,2160250
1402/12/21,2161580
1402/12/22,2163480
1402/12/23,2150210
1402/12/26,2148490
1402/12/27,2160450
1402/12/28,2195090
1403/01/05,2236350
1403/01/06,2253600
1403/01/07,2249430
1403/01/08,2261390
1403/01/11,2261170
1403/01/14,2245270
1403/01/15,2250910
1403/01/18,2231000
1403/01/19,2234930
1403/01/20,2254850
1403/01/21,2261900
1403/01/25,2207980
1403/01/26,2196790
1403/01/27,2206910
1403/01/28,2201910
1403/01/29,2208210
1403/02/01,2285850
1403/02/02,2312990
1403/02/03,2316800
1403/02/04,2303380
1403/02/05,2304320
1403/02/08,2304980
1403/02/09,2284830
1403/02/10,2281090
1403/02/11,2268850
1403/02/12,2264890
1403/02/16,2259720
1403/02/17,2239100
1403/02/18,2231420
1403/02/19,2219090
1403/02/22,2208240
1403/02/23,2193210
1403/02/24,2161420
1403/02/25,2165520
1403/02/26,2164540
1403/02/29,2168680
1403/02/30,2112110
1403/03/01,2114140
1403/03/05,2098400
1403/03/06,2079050
1403/03/07,2058130
1403/03/08,2069880
1403/03/09,2086080
1403/03/12,2094130
1403/03/13,2087630
1403/03/16,2082120
1403/03/19,2064390
1403/03/20,2061870
1403/03/21,2078090
1403/03/22,2081220
1403/03/23,2075720
1403/03/26,2061480
1403/03/27,2045150
1403/03/29,2036340
1403/03/30,2043980
1403/04/02,2047930
1403/04/03,2051780
1403/04/04,2065210
1403/04/06,2085220
1403/04/09,2096020
1403/04/10,2072910
1403/04/11,2075100
1403/04/12,2090400
1403/04/13,2100670
1403/04/16,2188850
1403/04/17,2226440
1403/04/18,2221310
1403/04/19,2217020
1403/04/20,2209210
1403/04/23,2200240
1403/04/24,2201140
1403/04/27,2202680
1403/04/30,2192410
1403/04/31,2172190
1403/05/01,2169020
1403/05/02,2177970
1403/05/03,2175340
1403/05/06,2160970
1403/05/08,2131750
1403/05/09,2120440
1403/05/10,2068320
1403/05/13,2006670
1403/05/14,2005610
1403/05/15,2004510
1403/05/16,2002610
1403/05/20,2003840
1403/05/21,2003380
1403/05/22,1998650
